id,language,source_title,raw_path,final_path,raw_duration_s,final_duration_s,duration_delta_s,raw_sample_rate,final_sample_rate,raw_snr_db,final_snr_db,snr_delta_db,raw_clipping_pct,final_clipping_pct,clipping_delta_pct,raw_rms_dbfs,final_rms_dbfs,rms_delta_db,raw_peak_dbfs,final_peak_dbfs,raw_active_ratio,final_active_ratio,active_ratio_delta,raw_silence_ratio,final_silence_ratio,silence_ratio_delta,raw_lufs,final_lufs,lufs_delta,raw_lufs_target_error,final_lufs_target_error,lufs_target_error_delta,raw_loudness_range_db,final_loudness_range_db,loudness_range_delta_db,raw_crest_factor_db,final_crest_factor_db,crest_factor_delta_db,raw_dc_offset,final_dc_offset,dc_offset_abs_delta,raw_spectral_flatness,final_spectral_flatness,spectral_flatness_delta,raw_spectral_centroid_hz,final_spectral_centroid_hz,spectral_centroid_delta_hz,raw_low_freq_rumble_ratio,final_low_freq_rumble_ratio,low_freq_rumble_delta,raw_high_freq_noise_ratio,final_high_freq_noise_ratio,high_freq_noise_delta,raw_speech_band_energy_ratio,final_speech_band_energy_ratio,speech_band_energy_delta,raw_zero_crossing_rate,final_zero_crossing_rate,zero_crossing_rate_delta,acoustic_similarity,speaker_similarity_proxy,transcript_available,transcript_source,emotion_status,asr_char_similarity,asr_word_f1
dpbp_sKvMxZ284AA_c0014_s000,en-IN,How SHE became an IAS officer,data/raw_segments/dpbp_sKvMxZ284AA_c0014_s000_raw.wav,data/final/dpbp_sKvMxZ284AA_c0014_s000.wav,27.49925,27.499333333333333,8.3333333332547e-05,16000,24000,30.86214807501144,30.803283317748008,-0.05886475726343221,0.0,0.0,0.0,-19.984290524325306,-23.518899874610316,-3.5346093502850096,-1.7052392923244613,-5.149670509030811,0.6179039301310044,0.6168122270742358,-0.0010917030567686448,0.3820960698689956,0.3831877729257642,0.0010917030567686448,-19.38442194308514,-22.94174766414287,-3.5573257210577296,3.6155780569148597,0.05825233585713008,-3.5573257210577296,28.996415649147494,28.88374205437271,-0.11267359477478323,18.279051232000846,18.369229365579503,0.09017813357865734,-5.707636353505664e-06,-3.844660705079593e-06,-1.8629756484260707e-06,0.049626164555971616,0.03316320302166515,-0.016462961534306465,2079.586469920507,2034.0938829057588,-45.492587014748324,0.005662451126853941,0.0056833072868402055,2.085615998626434e-05,0.007264714177211634,0.0065500292433808265,-0.0007146849338308071,0.9870728346959344,0.9877666634697789,0.0006938287738444959,0.15217001271802325,0.15118663699127907,-0.0009833757267441734,0.9966616274693862,0.9966616274693862,True,pipeline_asr,heuristic_fallback_with_transcript,1.0,1.0
9Q7Zl3OI4us_c0029_s000,en-IN,The 3 Myths of the Indian Education System,data/raw_segments/9Q7Zl3OI4us_c0029_s000_raw.wav,data/final/9Q7Zl3OI4us_c0029_s000.wav,28.6,28.6,0.0,16000,24000,40.812392475603815,40.799102178510516,-0.013290297093298875,0.0,0.0,0.0,-29.496577761714015,-23.93480952168062,5.561768240033395,-7.549896228547147,-1.779098792213687,0.6411332633788038,0.6537250786988458,0.012591815320041944,0.35886673662119617,0.3462749213011542,-0.012591815320041944,-28.81522676559972,-23.254418433163746,5.560808332435975,5.815226765599721,0.254418433163746,-5.560808332435975,41.364995962070694,40.9581492127143,-0.4068467493563972,21.94668153316687,22.155710729466932,0.20902919630006167,1.4719262823358283e-06,2.884008945562901e-06,1.4120826632270725e-06,0.04523979026860897,0.03107797739598824,-0.014161812872620732,1816.5889480781045,1797.770590129708,-18.818357948396624,6.3972177373936e-05,6.466527139662831e-05,6.930940226923028e-07,0.0008757354640265334,0.0008463015176654963,-2.9433946361037103e-05,0.9990602923585996,0.999089033210938,2.874085233839363e-05,0.14654500052432887,0.14641774154082773,-0.00012725898350113285,0.9969312383073805,0.9969312383073805,True,pipeline_asr,heuristic_fallback_with_transcript,1.0,1.0
dpbp_B9dm0PC0_b8_c0039_s000,en-IN,Broken English,data/raw_segments/dpbp_B9dm0PC0_b8_c0039_s000_raw.wav,data/final/dpbp_B9dm0PC0_b8_c0039_s000.wav,7.1798125,7.179833333333334,2.0833333334024928e-05,16000,24000,46.847410133448655,45.61425418335232,-1.2331559500963323,0.0,0.0,0.0,-24.376706752657704,-25.609862702754036,-1.2331559500963323,-5.584301437383109,-6.043957655266425,0.7238493723849372,0.7238493723849372,0.0,0.2761506276150628,0.2761506276150628,0.0,-23.559487959056142,-24.863858939790486,-1.304370980734344,0.5594879590561419,1.863858939790486,1.304370980734344,48.767576854542156,47.59443936129489,-1.1731374932472676,18.792405315274593,19.56590504748761,0.7734997322130184,7.773047136828955e-06,7.2068281914658246e-06,-5.662189453631308e-07,0.07252383675906486,0.05093878263996288,-0.021585054119101978,1976.6676601236782,1935.9787838180032,-40.68887630567497,1.7461711679015806e-05,1.7242009534882187e-05,-2.1970214413361938e-07,0.0017482460513919711,0.0016115071031391763,-0.00013673894825279483,0.9982342922369288,0.998371250887326,0.0001369586503972009,0.15818793402777778,0.15717664930555555,-0.0010112847222222276,0.9999362817618684,0.9999362817618684,True,pipeline_asr,heuristic_fallback_with_transcript,1.0,1.0
Ju9ONXG-KdA_c0016_s000,en-IN,Courage to begin,data/raw_segments/Ju9ONXG-KdA_c0016_s000_raw.wav,data/final/Ju9ONXG-KdA_c0016_s000.wav,25.1,25.1,0.0,16000,24000,53.140188561396,52.22680558383482,-0.9133829775611844,0.0,0.0,0.0,-19.106974820628395,-24.102736104979364,-4.995761284350969,-1.553036485030994,-6.2005803856675,0.7559808612440191,0.7236842105263158,-0.03229665071770327,0.2440191387559809,0.2763157894736842,0.03229665071770327,-18.899157036880535,-23.88558866318568,-4.986431626305144,4.100842963119465,0.8855886631856791,-3.215254299933786,56.38910210836408,56.531755640322096,0.14265353195801822,17.5539383355974,17.90215571931186,0.3482173837144593,-2.627885674100473e-06,-1.4441136819907868e-06,-1.1837719921096864e-06,0.010235197577992731,0.008124242729543922,-0.0021109548484488094,1305.0797785530722,1298.0977857322137,-6.9819928208585225,6.648681743677941e-06,6.760566262260762e-06,1.1188451858282103e-07,0.00012428941186126187,0.00011209871867251947,-1.21906931887424e-05,0.9998690619063952,0.9998811407150654,1.2078808670157315e-05,0.09603341460987261,0.09663801253980892,0.0006045979299363069,0.9975489782343953,0.9975489782343953,True,faster-whisper:base,heuristic_fallback_with_local_asr,0.9333333333333333,0.962962962962963
SAc_Z4qAs3E_c0002_s000,en-IN,Be the CEO of your own life,data/raw_segments/SAc_Z4qAs3E_c0002_s000_raw.wav,data/final/SAc_Z4qAs3E_c0002_s000.wav,16.78,16.78,0.0,16000,24000,38.61622875260588,38.36217017024425,-0.2540585823616297,0.0,0.0,0.0,-19.437085870264067,-24.342591835591435,-4.905505965327368,-4.279717236328362,-9.25204303117715,0.6153846153846154,0.6100178890876565,-0.00536672629695889,0.3846153846153846,0.38998211091234347,0.00536672629695889,-18.048235838630667,-22.953952377543505,-4.905716538912838,4.951764161369333,0.04604762245649496,-4.905716538912838,38.68451026689217,38.82447287255236,0.13996260566019458,15.157368633935704,15.090548804414283,-0.06681982952142107,-4.411454138227242e-07,-2.9341493469408027e-07,-1.4773047912864393e-07,0.0421376895417604,0.028995584873754015,-0.013142104668006385,1993.6235628766774,1966.390111462996,-27.23345141368145,0.0005370300113847862,0.0005187554849732512,-1.8274526411535003e-05,0.003415610549462718,0.0033364179812627047,-7.919256820001315e-05,0.9960473594391525,0.9961448265337641,9.746709461166958e-05,0.17747209821428572,0.17694661458333333,-0.0005254836309523947,0.9965186203734826,0.9965186203734826,True,pipeline_asr,heuristic_fallback_with_transcript,1.0,1.0
dpbp_XSXq8CRKAtQ_c0001_s001,en-IN,Geography NCERT,data/raw_segments/dpbp_XSXq8CRKAtQ_c0001_s001_raw.wav,data/final/dpbp_XSXq8CRKAtQ_c0001_s001.wav,29.4998125,29.499875,6.249999999852207e-05,16000,24000,25.393926443394864,25.247327127073085,-0.14659931632177958,0.0,0.0,0.0,-26.96252682721633,-22.917469955576447,4.045056871639883,-6.937870561919867,-3.254545949953995,0.4170905391658189,0.4069175991861648,-0.010172939979654072,0.5829094608341812,0.5930824008138351,0.010172939979653961,-27.473355293839173,-23.419021040420752,4.054334253418421,4.473355293839173,0.41902104042075194,-4.054334253418421,21.30702144391537,21.089882724868787,-0.21713871904658433,20.024656265296464,19.66292400562245,-0.3617322596740138,9.236669249552963e-06,1.3974480655792857e-05,4.737811406239894e-06,0.024777778880398085,0.016453315246929247,-0.008324463633468837,1787.0909456050406,1770.8358814026255,-16.255064202415042,0.13426734777341048,0.13622077214699224,0.001953424373581758,0.006582018759437713,0.006515936716431859,-6.608204300585351e-05,0.8591506334671517,0.8572632911365756,-0.0018873423305760806,0.11498705683975054,0.11478369458378525,-0.00020336225596528923,0.9974176275249405,0.9974176275249405,True,pipeline_asr,heuristic_fallback_with_transcript,1.0,1.0
eSa9YEA7aN4_c0007_s003,en-IN,Speak Like a Pro,data/raw_segments/eSa9YEA7aN4_c0007_s003_raw.wav,data/final/eSa9YEA7aN4_c0007_s003.wav,28.9,28.9,0.0,16000,24000,38.618496600547836,38.52760881411962,-0.09088778642821893,0.0,0.0,0.0,-16.42193732016103,-22.238955303378955,-5.817017983217923,-1.1631719166242207,-5.771847293419889,0.67601246105919,0.6728971962616822,-0.0031152647975077885,0.32398753894081,0.3271028037383178,0.0031152647975077885,-16.406883436987023,-22.24562493495348,-5.838741497966456,6.593116563012977,0.7543750650465206,-5.838741497966456,37.377304999948294,37.30870265492884,-0.06860234501945683,15.258765403536811,16.467108009959066,1.2083426064222547,-1.5913755423469938e-05,-7.916574797140823e-06,-7.997180626329115e-06,0.025318054388921932,0.017496193130841775,-0.007821861258080157,1593.2595895855302,1556.9350077650438,-36.3245818204864,2.48175158723385e-05,2.484076942810928e-05,2.3253555770780108e-08,0.0011217834934695475,0.0010086573582358445,-0.000113126135233703,0.998853398990658,0.9989665018723358,0.00011310288167787341,0.1300383711283186,0.1281927328194137,-0.0018456383089048845,0.9912541551751045,0.9912541551751045,True,faster-whisper:base,heuristic_fallback_with_local_asr,0.9797297297297297,0.9844559585492227
dpbp_sKvMxZ284AA_c0007_s000,en-IN,How SHE became an IAS officer,data/raw_segments/dpbp_sKvMxZ284AA_c0007_s000_raw.wav,data/final/dpbp_sKvMxZ284AA_c0007_s000.wav,28.57975,28.57975,0.0,16000,24000,28.906678273145403,28.857872051389457,-0.048806221755945955,0.0,0.0,0.0,-20.495858286178965,-23.721308448002393,-3.225450161823428,-0.9046122181597728,-3.8357079870323547,0.5567226890756303,0.5577731092436975,0.0010504201680672232,0.4432773109243697,0.4422268907563025,-0.0010504201680672232,-19.94788274326481,-23.182468484218834,-3.2345857409540244,3.0521172567351904,0.182468484218834,-2.8696487725163564,25.437356863151408,25.4726010452619,0.03524418211049252,19.59124606801919,19.88560046097004,0.29435439295085075,-7.98430596432051e-06,-5.453276235249608e-06,-2.5310297290709015e-06,0.053814236164706895,0.035915089751585874,-0.01789914641312102,2223.5476980235762,2176.7780760204764,-46.76962200309981,0.01350427543862421,0.01364855267827416,0.00014427723964995087,0.009998822220118631,0.008911985170678611,-0.00108683704944002,0.9764969023412572,0.9774394621510472,0.0009425598097899668,0.17567146864513422,0.17436883913590603,-0.001302629509228187,0.9964310073771632,0.9964310073771632,True,pipeline_asr,heuristic_fallback_with_transcript,0.997624703087886,0.9938650306748467
9Q7Zl3OI4us_c0025_s000,en-IN,The 3 Myths of the Indian Education System,data/raw_segments/9Q7Zl3OI4us_c0025_s000_raw.wav,data/final/9Q7Zl3OI4us_c0025_s000.wav,24.2999375,24.3,6.250000000207478e-05,16000,24000,39.457868993567786,39.08614995846594,-0.37171903510184734,0.0,0.0,0.0,-30.023250128025005,-24.778449292763863,5.244800835261142,-7.783122885329038,-1.6756132729194515,0.6316440049443758,0.654320987654321,0.022676982709945226,0.3683559950556242,0.345679012345679,-0.022676982709945226,-29.11432789746798,-23.855199163199483,5.259128734268497,6.11432789746798,0.8551991631994831,-5.259128734268497,38.76820948771035,38.30579829627379,-0.4624111914365585,22.240127242695962,23.10283601984441,0.8627087771484483,1.114428211540539e-06,2.2780911585594565e-06,1.1636629470189176e-06,0.055748247690597066,0.0382152746725899,-0.017532973018007166,1907.6586811519892,1889.1746664996954,-18.48401465229381,6.234499563470722e-05,6.48957248593101e-05,2.5507292246028834e-06,0.001065990944699375,0.0009903861398385492,-7.560480486082594e-05,0.9988716640596658,0.9989447181353022,7.305407563640287e-05,0.1671007658305921,0.16685277035361842,-0.0002479954769736836,0.9968501737557298,0.9968501737557298,True,faster-whisper:base,heuristic_fallback_with_local_asr,0.9952755905511811,0.9919999999999999
dpbp_B9dm0PC0_b8_c0009_s000,en-IN,Broken English,data/raw_segments/dpbp_B9dm0PC0_b8_c0009_s000_raw.wav,data/final/dpbp_B9dm0PC0_b8_c0009_s000.wav,21.1796875,21.179708333333334,2.0833333334024928e-05,16000,24000,40.976548702129875,40.74142740197419,-0.2351213001556829,0.0,0.0,0.0,-24.226984082833223,-23.54695715299062,0.6800269298426045,-3.762228768833321,-3.2445271772452373,0.6737588652482269,0.6723404255319149,-0.0014184397163120588,0.3262411347517731,0.32765957446808514,0.0014184397163120588,-23.709019732989365,-23.027794855925332,0.6812248770640323,0.7090197329893648,0.027794855925332485,-0.6812248770640323,39.02451081414247,38.80747084320781,-0.21703997093465688,20.464755313999902,20.30242997574538,-0.16232533825452222,1.4983444185724826e-06,1.4129103202037917e-06,-8.543409836869087e-08,0.07380739438579043,0.0510145541364877,-0.022792840249302726,2118.7760427147737,2059.8562129369425,-58.91982977783118,2.038993117730326e-05,2.1197830161360147e-05,8.078989840568851e-07,0.0031688541920286972,0.0028761197285023334,-0.0002927344635263638,0.996810755876794,0.9971026824413364,0.0002919265645423552,0.1895305714218278,0.18661711079116314,-0.002913460630664666,0.9998440536696865,0.9998440536696865,True,pipeline_asr,heuristic_fallback_with_transcript,1.0,1.0
dpbp_Ju9ONXG-KdA_c0008_s000,en-IN,Courage to begin,data/raw_segments/dpbp_Ju9ONXG-KdA_c0008_s000_raw.wav,data/final/dpbp_Ju9ONXG-KdA_c0008_s000.wav,14.79925,14.799333333333333,8.3333333332547e-05,16000,24000,56.12515444485006,56.469774301055935,0.344619856205874,0.0,0.0,0.0,-18.620771810262344,-24.296704431186086,-5.675932620923742,-1.709111016160225,-6.710498057707622,0.7018255578093306,0.6632860040567952,-0.03853955375253548,0.29817444219066935,0.33671399594320484,0.03853955375253548,-17.880331561231852,-23.514215427901977,-5.633883866670125,5.119668438768148,0.514215427901977,-4.605453010866171,58.36829745958232,58.27625437456871,-0.09204308501361425,16.91166079410212,17.586206373478465,0.6745455793763462,1.9631220754430122e-06,9.516551852349768e-07,-1.0114668902080355e-06,0.015456482441011344,0.012317787625208442,-0.003138694815802902,1467.5797869022538,1458.0109360464546,-9.568850855799155,5.303346400981137e-06,5.61328140832582e-06,3.0993500734468293e-07,0.00010279601589050972,0.00010306542076441146,2.694048739017459e-07,0.9998919006377085,0.9998913212978272,-5.793398812903305e-07,0.10882449716522678,0.10932332444654427,0.0004988272813174904,0.9976286879983539,0.9976286879983539,True,pipeline_asr,heuristic_fallback_with_transcript,1.0,1.0
SAc_Z4qAs3E_c0008_s000,en-IN,Be the CEO of your own life,data/raw_segments/SAc_Z4qAs3E_c0008_s000_raw.wav,data/final/SAc_Z4qAs3E_c0008_s000.wav,13.2,13.2,0.0,16000,24000,38.471803157125585,37.48448290123523,-0.9873202558903529,0.0,0.0,0.0,-19.58151146574436,-22.99727274001299,-3.415761274268629,-2.9656089285007448,-6.3062216220467455,0.6272727272727273,0.615909090909091,-0.011363636363636354,0.3727272727272727,0.38409090909090904,0.011363636363636354,-18.384496184670066,-22.012085124935055,-3.627588940264989,4.615503815329934,0.9879148750649449,-3.627588940264989,37.78786281966191,37.32929456121158,-0.45856825845032745,16.615902537243613,16.691051117966243,0.07514858072262953,-5.740830392548532e-07,-2.3292772697679923e-07,-3.411553122780539e-07,0.02867639706272583,0.019653021354254115,-0.009023375708471715,1807.3701071056782,1787.071274968246,-20.298832137432328,0.0002723019933569387,0.0002251221039632917,-4.717988939364703e-05,0.002907155231570918,0.0026770796630057126,-0.0002300755685652055,0.996820542775072,0.9970977982330308,0.0002772554579587583,0.16094483013014527,0.16059960464588377,-0.0003452254842614966,0.9982914177078631,0.9982914177078631,True,faster-whisper:base,heuristic_fallback_with_local_asr,1.0,1.0
XSXq8CRKAtQ_c0002_s011,en-IN,Geography NCERT,data/raw_segments/XSXq8CRKAtQ_c0002_s011_raw.wav,data/final/XSXq8CRKAtQ_c0002_s011.wav,27.2,27.2,0.0,16000,24000,29.599898897168867,29.31176753406639,-0.288131363102476,0.0,0.0,0.0,-25.90184083724704,-22.20684284127079,3.694997995976248,-3.227598613059804,-1.4996333027513755,0.5596026490066225,0.5320088300220751,-0.02759381898454738,0.4403973509933775,0.4679911699779249,0.02759381898454738,-25.63261435349523,-21.99559359367201,3.6370207598232227,2.6326143534952315,1.0044064063279912,-1.6282079471672404,27.660564055388008,27.188192249950042,-0.472371805437966,22.674242224187235,20.707209538519415,-1.9670326856678209,-3.843307495117188e-06,-9.321558709238089e-06,5.478251214120901e-06,0.029299444983368537,0.019477115743581006,-0.009822329239787531,1766.3774479333827,1746.4289645289834,-19.948483404399212,0.061129028486748484,0.06429847063023003,0.0031694421434815476,0.004205813386158312,0.004215294439574284,9.481053415971719e-06,0.9346651581270933,0.9314862349301957,-0.0031789231968976095,0.11290944477085782,0.11263919745152762,-0.0002702473193302024,0.9975596269396303,0.9975596269396303,True,faster-whisper:base,heuristic_fallback_with_local_asr,0.9988412514484357,0.9875
eSa9YEA7aN4_c0007_s004,en-IN,Speak Like a Pro,data/raw_segments/eSa9YEA7aN4_c0007_s004_raw.wav,data/final/eSa9YEA7aN4_c0007_s004.wav,24.6000625,24.6,6.249999999852207e-05,16000,24000,40.555708040784204,40.46526484701541,-0.09044319376879173,0.0,0.0,0.0,-16.31132744396958,-23.823119707949402,-7.511792263979821,-1.2505874112129602,-8.247983750475218,0.6731707317073171,0.6780487804878049,0.004878048780487809,0.3268292682926829,0.3219512195121951,-0.004878048780487809,-15.97792945651087,-23.51960847782874,-7.54167902131787,7.02207054348913,0.51960847782874,-6.50246206566039,40.42221778641755,40.39067962165093,-0.03153816476661575,15.060740032756623,15.575135957474181,0.514395924717558,-1.3186258448832067e-06,-5.237196842183266e-07,-7.949061606648801e-07,0.02968322171450539,0.02057517109591654,-0.009108050618588853,1592.2556193311336,1553.9324122770627,-38.32320705407096,2.8617887279001662e-05,2.8755456033621498e-05,1.3756875461983596e-07,0.001116830126005279,0.00101136344829308,-0.00010546667771219888,0.9988545519867157,0.9989598810956732,0.00010532910895755254,0.12599815100780234,0.12425583143693109,-0.001742319570871259,0.9890070531762171,0.9890070531762171,True,faster-whisper:base,heuristic_fallback_with_local_asr,0.9907773386034255,0.9798657718120806
sKvMxZ284AA_c0029_s001,en-IN,How SHE became an IAS officer,data/raw_segments/sKvMxZ284AA_c0029_s001_raw.wav,data/final/sKvMxZ284AA_c0029_s001.wav,23.8000625,23.8,6.249999999852207e-05,16000,24000,30.03485015752409,30.113079066965767,0.07822890944167682,0.0,0.0,0.0,-20.274145695478417,-23.170748649126438,-2.8966029536480207,-1.8614703947107794,-4.545356086921207,0.5523329129886507,0.5649432534678437,0.01261034047919296,0.4476670870113493,0.4350567465321563,-0.01261034047919296,-19.83379477305045,-22.743991787458366,-2.910197014407917,3.1662052269495504,0.25600821254163364,-2.910197014407917,27.872418662502938,27.801817167588403,-0.07060149491453416,18.41267530076764,18.625392562205228,0.2127172614375894,-3.1198692135951586e-07,1.4371898661808473e-08,-2.976150226977074e-07,0.05268783661506304,0.03505580717733801,-0.01763202943772503,2214.5260625130245,2164.97196295577,-49.55409955725463,0.006295321540926405,0.00640637387320756,0.00011105233228115522,0.007832775118927738,0.007587832861686522,-0.0002449422572412159,0.9858719033401458,0.9860057932651062,0.0001338899249603287,0.165476809265793,0.16407628213205644,-0.0014005271337365621,0.9973114329880599,0.9973114329880599,True,pipeline_asr,heuristic_fallback_with_transcript,1.0,1.0
9Q7Zl3OI4us_c0009_s000,en-IN,The 3 Myths of the Indian Education System,data/raw_segments/9Q7Zl3OI4us_c0009_s000_raw.wav,data/final/9Q7Zl3OI4us_c0009_s000.wav,23.4999375,23.5,6.249999999852207e-05,16000,24000,39.572926413882065,39.229147131244616,-0.34377928263744906,0.0,0.0,0.0,-29.152423646122877,-23.475614874591066,5.67680877153181,-7.551793056137157,-1.5425828154653731,0.6040868454661558,0.6091954022988506,0.005108556832694844,0.39591315453384424,0.3908045977011494,-0.005108556832694844,-28.192865890775686,-22.609853748053634,5.583012142722051,5.1928658907756855,0.39014625194636565,-4.80271963882932,38.378174576244504,38.10816614863194,-0.2700084276125665,21.600630589985723,21.933032059125694,0.3324014691399704,1.15009370245998e-07,4.798402177526595e-07,3.648308475066615e-07,0.04476922749315482,0.03070707910547801,-0.014062148387676807,1897.671054698423,1878.7229220152003,-18.94813268322264,9.712816276462721e-05,9.450242345679118e-05,-2.6257393078360297e-06,0.0006990549018985496,0.000662628499785772,-3.642640211277764e-05,0.9992038169353366,0.9992428690767573,3.9052141420747866e-05,0.15541958971088435,0.15512662096088436,-0.00029296874999998335,0.9961461303143414,0.9961461303143414,True,faster-whisper:base,heuristic_fallback_with_local_asr,0.9821182943603851,0.9784172661870504
B9dm0PC0_b8_c0003_s000,en-IN,Broken English,data/raw_segments/B9dm0PC0_b8_c0003_s000_raw.wav,data/final/B9dm0PC0_b8_c0003_s000.wav,8.6,8.6,0.0,16000,24000,40.40159169580991,40.6972043446407,0.2956126488307902,0.0,0.0,0.0,-24.332320004381224,-24.036707355550433,0.2956126488307902,-5.430387963108856,-5.351005681418157,0.6328671328671329,0.6293706293706294,-0.0034965034965035446,0.3671328671328671,0.3706293706293706,0.0034965034965035446,-23.639203305225738,-23.360033907516595,0.2791693977091434,0.6392033052257382,0.3600339075165948,-0.2791693977091434,36.45735346878777,36.585851792213575,0.12849832342580214,18.901932041272367,18.68570167413228,-0.21623036714008848,4.5354976210483284e-07,4.5288440793059594e-07,-6.653541742369007e-10,0.07496973842982467,0.05216140870259087,-0.022808329727233803,2171.835925114055,2117.078898999102,-54.75702611495308,1.4719897729109288e-05,1.4071523505455758e-05,-6.483742236535297e-07,0.004312152782191663,0.003582309086294108,-0.0007298436958975548,0.9956731273200793,0.9964036193902002,0.0007304920701208806,0.1923083904507435,0.1895638504879182,-0.002744539962825282,0.99994535220915,0.99994535220915,True,faster-whisper:base,heuristic_fallback_with_local_asr,1.0,1.0
dpbp_Ju9ONXG-KdA_c0014_s002,en-IN,Courage to begin,data/raw_segments/dpbp_Ju9ONXG-KdA_c0014_s002_raw.wav,data/final/dpbp_Ju9ONXG-KdA_c0014_s002.wav,20.69975,20.69975,0.0,16000,24000,56.59207745168062,57.1596505391028,0.5675730874221756,0.0,0.0,0.0,-18.15384880343178,-23.606828193139222,-5.452979389707441,-1.5112970828483316,-6.80804470867101,0.7198838896952104,0.6777939042089985,-0.0420899854862119,0.28011611030478956,0.32220609579100146,0.0420899854862119,-17.60754792685236,-23.064415530905013,-5.456867604052654,5.392452073147641,0.06441553090501273,-5.328036542242629,58.39190952868765,58.14413268518585,-0.2477768435017964,16.642551720583448,16.79878348446821,0.15623176388476168,7.341261622649428e-06,3.864746575353668e-06,-3.47651504729576e-06,0.017883094130917567,0.013773342006996132,-0.004109752123921435,1496.5689570630464,1484.1253489874418,-12.443608075604516,4.595334729648716e-06,4.644455476961737e-06,4.9120747313021094e-08,0.00017454966947144112,0.0001646242187941841,-9.925450677257026e-06,0.999820854995799,0.9998307313257289,9.876329929880967e-06,0.11326615629829985,0.11350463678516229,0.0002384804868624385,0.9975813826169045,0.9975813826169045,True,pipeline_asr,heuristic_fallback_with_transcript,0.9484978540772532,0.9583333333333333
SAc_Z4qAs3E_c0055_s000,en-IN,Be the CEO of your own life,data/raw_segments/SAc_Z4qAs3E_c0055_s000_raw.wav,data/final/SAc_Z4qAs3E_c0055_s000.wav,11.96,11.96,0.0,16000,24000,39.791437761388906,39.92309417494801,0.1316564135591065,0.0,0.0,0.0,-20.414552477060898,-25.77690935438926,-5.362356877328363,-3.959432420733985,-9.018341476562794,0.6256281407035176,0.628140703517588,0.002512562814070418,0.3743718592964824,0.371859296482412,-0.002512562814070418,-18.09870772574256,-23.510851296619908,-5.4121435708773475,4.90129227425744,0.5108512966199079,-4.390440977637532,41.488508214128636,41.51287793703297,0.024369722904332036,16.455120056326912,16.75856787782646,0.3034478214995495,3.2884221411867684e-07,2.3581378303111065e-07,-9.302843108756619e-08,0.04570438787138335,0.0315622223702854,-0.014142165501097953,2072.155038193737,2045.1866325740727,-26.968405619664054,0.0005541064094356935,0.0005637835861378208,9.67717670212725e-06,0.003409659265736512,0.0032756349208310086,-0.0001340243449055034,0.9960362343248279,0.996160581493031,0.00012434716820308722,0.1885144238803476,0.18798044786096257,-0.0005339760193850129,0.9965160853522068,0.9965160853522068,True,pipeline_asr,heuristic_fallback_with_transcript,0.9456869009584664,0.9152542372881356
dpbp_XSXq8CRKAtQ_c0002_s013,en-IN,Geography NCERT,data/raw_segments/dpbp_XSXq8CRKAtQ_c0002_s013_raw.wav,data/final/dpbp_XSXq8CRKAtQ_c0002_s013.wav,26.2875625,26.2875,6.249999999852207e-05,16000,24000,27.33466168997871,27.022368819942603,-0.3122928700361065,0.0,0.0,0.0,-26.583453985966745,-24.0108702386539,2.5725837473128443,-5.09993834705263,-2.105268126052181,0.4372146118721461,0.4246575342465753,-0.01255707762557079,0.562785388127854,0.5753424657534247,0.01255707762557079,-26.581671356850325,-24.06257835358125,2.5190930032690737,3.5816713568503253,1.0625783535812516,-2.5190930032690737,23.96183279694164,23.57749694265827,-0.3843358542833677,21.483515638914117,21.90560211260172,0.4220864736876031,-1.752717716360042e-05,-2.508869978341952e-05,7.561522619819099e-06,0.029624520016496445,0.019841051438398635,-0.00978346857809781,1777.2342777128006,1760.2600703641501,-16.974207348650452,0.061614135194946906,0.06462461486768445,0.0030104796727375427,0.004954446874057729,0.004974355704765362,1.9908830707632795e-05,0.9334314179309952,0.9304010294275502,-0.0030303885034449474,0.1158972969890511,0.115644840138382,-0.00025245685066910273,0.9986423170067251,0.9986423170067251,True,pipeline_asr,heuristic_fallback_with_transcript,0.9988221436984688,0.9857142857142858
eSa9YEA7aN4_c0008_s000,en-IN,Speak Like a Pro,data/raw_segments/eSa9YEA7aN4_c0008_s000_raw.wav,data/final/eSa9YEA7aN4_c0008_s000.wav,27.3999375,27.4,6.249999999852207e-05,16000,24000,41.37582911211017,41.190361087262474,-0.18546802484769387,0.0,0.0,0.0,-15.49120637264362,-23.09802346770234,-7.6068170950587195,-1.2175890571542851,-5.997833556371117,0.6987951807228916,0.6998904709748083,0.0010952902519166807,0.3012048192771084,0.3001095290251917,-0.0010952902519166807,-15.382331158157466,-23.0362026677187,-7.653871509561235,7.617668841842534,0.036202667718701065,-7.5814661741238325,40.618185138168364,40.40701200990965,-0.21117312825871437,14.273617315489332,17.100189911331224,2.826572595841892,7.495201111031275e-06,4.067525376368613e-06,-3.4276757346626623e-06,0.019076741754585368,0.013211490878124146,-0.005865250876461222,1425.177531727275,1400.8893602953428,-24.288171431932142,3.620713153500551e-05,3.61085070062026e-05,-9.862452880291125e-08,0.0006850348606202497,0.0006135185724830548,-7.151628813719486e-05,0.9992787580078447,0.9993503729205107,7.161491266594044e-05,0.10152147753792298,0.10068564487310384,-0.0008358326648191389,0.9862293066684659,0.9862293066684659,True,faster-whisper:base,heuristic_fallback_with_local_asr,1.0,1.0
