final_path,language,source_title,previous_emotion,emotion,style,emotion_confidence,emotion_score_margin,emotion_review_required,emotion_evidence,normalized_transcript
data/final/dpbp_pyVLK891zrE_c0014_s000.wav,hi-IN,Do It Yourself,neutral,neutral,conversational,0.377,0.05,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=calm', 'excited+0.7:2 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.51wps', 'concerned+0.15:question punctuation']",अब यहां पर बात है कि क्या मैं UPSC fail हो गया था? नहीं। जब आप किसी hockey के player को cricket के मैदान में उतार देंगे और उससे कहेंगे run नहीं बना पा रहे हो यार। out हो जा रहे हो यार। तुम तो खराब player हो यार। तुम्हें तो खेलना नहीं आता है। भाई मेरे हाथ में hockey stick दो ना। फिर देखो goal।
data/final/dpbp_jV4Pzz0Wz0Y_c0025_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3824,0.45,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.59wps']","नहीं है और मान लिया तो कोई नुकसान की बात नहीं है। तो Cost Benefit Analysis में ईश्वर को मानना बेहतर बात है, तो मान लेते हैं, उसने माना।"
data/final/jV4Pzz0Wz0Y_c0019_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3824,0.45,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.71wps']","जब तक साबित नहीं होगा कि ईश्वर नहीं है, हम मान के चलेंगे कि है। क्योंकि मानने से हमें मनोवैज्ञानिक फायदा होता है।"
data/final/jV4Pzz0Wz0Y_c0001_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3824,0.45,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=5.24wps']",अब सच देखेंगे तो पूरा 1 spectrum है। जिसमें घोर नास्तिक से लेके घोर आस्तिक के बीच में कई levels आते हैं।
data/final/dpbp_Ju9ONXG-KdA_c0013_s004.wav,en-IN,Courage to begin,concerned,excited,expressive,0.3867,0.3,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=concerned', 'excited+0.9:source emotion hint=excited', 'excited+0.35:1 transcript/source keyword hits', 'concerned+0.2:slow speech_rate=1.19wps', 'excited+0.15:high peak=-1.4dBFS']","I have done. Okay. I have learnt, I worked on myself and we have done the same thing. Me and my brother and the course and everything was going good. But."
data/final/dpbp_sKvMxZ284AA_c0014_s000.wav,en-IN,How SHE became an IAS officer,concerned,concerned,expressive,0.3881,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=earnest', 'formal+0.35:1 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=2.95wps', 'excited+0.15:high peak=-1.7dBFS']","This decision of my parents to send me from the village to a big city for higher education was a big decision because I was the first girl from my village to go out and study. So it was not only I who was studying here, it was the whole village along with me. If I will come back, the hopes of all other girls, the door for all other girls will close automatically. So I had to perform here anyhow."
data/final/sKvMxZ284AA_c0005_s002.wav,en-IN,How SHE became an IAS officer,concerned,concerned,expressive,0.3881,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=earnest', 'sad+0.35:1 transcript/source keyword hits', 'formal+0.35:1 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.15:high peak=-0.6dBFS']",My parents took this disease and with their meager resources to take me there. We went there at a place called Jabalpur and doctor said that your doctor has this rheumatic fever. What happens in this disease is there are viruses always present in air now and then they attack the body of children and they create pain and when it becomes serious what happens they attack your heart and they disturb the semilunal valve.
data/final/Ju9ONXG-KdA_c0018_s000.wav,en-IN,Courage to begin,concerned,excited,expressive,0.3953,0.6,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=concerned', 'excited+0.9:source emotion hint=excited', 'angry+0.35:1 transcript/source keyword hits', 'excited+0.35:1 transcript/source keyword hits', 'excited+0.25:high activity/loudness active=0.76,rms=-18.2']","English is not only about learning grammar, vocabulary or watching random videos on YouTube. If you are doing that, then let me tell you you are doing the wrong thing. English is the game of mindset plus skill set. Now, what is the mindset? The theme of our today's talk, courage to begin, because courage is always important than content. Yes or no, All of you, you have to create that mindset."
data/final/dpbp_B9dm0PC0_b8_c0021_s000.wav,en-IN,Broken English,neutral,neutral,conversational,0.3966,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=casual', 'sad+0.35:1 transcript/source keyword hits', 'excited+0.35:1 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.16wps']","And that's what I did. It was one of the most profoundly moving experiences of my life. And the girl who I arranged all of this for was no other than eleven-year-old Malala. What this taught me was that anything I wanted to change, I had the power to effect. Sitting in my dorm room at Stanford, sipping my jamba juice, I had found a way to effect the life of a girl in the Swat Valley."
data/final/B9dm0PC0_b8_c0011_s000.wav,en-IN,Broken English,neutral,neutral,conversational,0.3966,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=casual', 'sad+0.35:1 transcript/source keyword hits', 'excited+0.35:1 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=2.96wps']","You will learn more than you can ever imagine. The second lesson that I learned in life was that you have the power to influence anything that you are truly passionate about. When I was 18 years old, I got a scholarship to go to Stanford University. I was thrilled. My world opened up for me."
data/final/dpbp_B9dm0PC0_b8_c0035_s000.wav,en-IN,Broken English,neutral,neutral,conversational,0.3966,0.75,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=casual', 'sad+0.35:1 transcript/source keyword hits', 'formal+0.35:1 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.13wps']","And honestly speaking, I've never looked back. You see, there are moments when we make decisions that shape our destiny. And in those moments, we have to listen to our intuition. Our heart already knows where we are meant to go. It will never lead us astray."
data/final/dpbp_B9dm0PC0_b8_c0039_s000.wav,en-IN,Broken English,neutral,neutral,conversational,0.3966,0.75,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=casual', 'sad+0.35:1 transcript/source keyword hits', 'formal+0.35:1 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=2.92wps']",And I am Malala because I make that decision today and every day from the core of my heart. Thank you.
data/final/dpbp_B9dm0PC0_b8_c0009_s000.wav,en-IN,Broken English,neutral,neutral,conversational,0.3966,0.75,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=casual', 'sad+0.35:1 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.21wps']",That's when I understood what it meant to be a woman in the hardest circumstances in the world. Feeling that my very existence is a source of shame. The lessons that I learned in these places from these people I could never have found in school or in books and these were the lessons that guided my decision and my character for the rest of my life.
data/final/B9dm0PC0_b8_c0003_s000.wav,en-IN,Broken English,neutral,neutral,conversational,0.3966,0.75,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=casual', 'sad+0.35:1 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.02wps']","but I thought, perhaps I can go to those who live this truth. So at the age of 14, I began volunteering in women's prisons."
data/final/dpbp_pyVLK891zrE_c0040_s000.wav,hi-IN,Do It Yourself,neutral,neutral,conversational,0.3966,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=calm', 'sad+0.35:1 transcript/source keyword hits', 'excited+0.35:1 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.17wps']","यहां से हम लोग को ये सोचना होगा कि हमें अपनी यात्रा सजग होकर धैर्य के साथ करनी है और ये बिल्कुल नहीं सोचना है क्योंकि आपके आसपास जरूरी नहीं है कि वैसे ही लोग हो जो आपको प्रोत्साहित करें। कई बार अब तो social media का दौर है। हर एक post, हर एक विचार के बाद हतोत्साहित करने वालों की एक फौज है लेकिन प्रोत्साहित करने वालों का भी एक समूह है। ऐसे समय में जहां सब कुछ अराजक दिखता है, यहां सुख और उत्सव भी अराजक दिखता है।"
data/final/dpbp_a7TJzv_1icU_c0016_s000.wav,hi-IN,Heart Anatomy,excited,formal,formal,0.4,0.45,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'excited+0.9:source emotion hint=excited', 'formal+1.05:3 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.02wps', 'excited+0.15:high peak=-1.3dBFS']","Vena Cava। Vena Cava को हम क्या कहते हैं? Sorry, महासिरा। Vena Cava को क्या कहेंगे? महासिरा। ये शरीर से blood को लेकर आता है। और ये क्या करता है? ये..."
data/final/DafERYOvxEw_c0028_s000.wav,hi-IN,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,concerned,concerned,formal,0.4024,0.8,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'angry+0.35:1 transcript/source keyword hits', 'concerned+0.7:2 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.21wps']","या अपने घर के आस पास 3-4 गरीब बच्चों की पढ़ाई का खर्चा उठा लीजिए। उनसे हफ्ते में एक बार मिलते रहिए और आप पाएंगे आपके चेहरे पर पहले से ज्यादा चमक आनी शुरू हो गई है और आपको competition, परेशानी, वो जो नफरत का माहौल दिन भर होता है, इसको हरा दूं, उसको हरा दूं, इस सब से मुक्ति मिलने लगी है और आप अंदर से एक बेहतर इंसान बनने के process में आ रहे हैं।"
data/final/dpbp_DafERYOvxEw_c0023_s000.wav,hi-IN,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,concerned,concerned,formal,0.4024,0.8,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:1 transcript/source keyword hits', 'concerned+0.7:2 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.21wps']","एक CA को लगा ये सब छोटा है। मुझे देश के लिए काम करना है, देश के लिए मर मिटना है। और आज से 2 महीने पहले उसने देश के लिए अपनी जिंदगी बलिदान कर दी। Colonel Manpreet Singh जो कि CA थे।"
data/final/dpbp_DafERYOvxEw_c0046_s000.wav,hi-IN,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,concerned,concerned,formal,0.4024,0.8,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'sad+0.35:1 transcript/source keyword hits', 'concerned+0.7:2 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.04wps']","अगर वो नहीं मिलता time, तो घर पे या office पे कुछ आधा घंटा निकालिए, कागज pen लेके बैठिए, कुछ points note कीजिए और रोज सोचिए कि आज का दिन मेरी जिंदगी को किस तरह से contribute करता है, अगर करता है या नहीं करता।"
data/final/Ju9ONXG-KdA_c0016_s005.wav,en-IN,Courage to begin,concerned,excited,expressive,0.4085,0.5,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=concerned', 'excited+0.9:source emotion hint=excited', 'excited+0.35:1 transcript/source keyword hits', 'excited+0.15:high peak=-1.7dBFS']","My dear friends, for some people, English is piece of cake, it is just a language, but I am telling you, for many of the people, it is not the same. English causes insults because of English people don't get the job hikes, because of English people live in that under-confident state and I decided."
data/final/Ju9ONXG-KdA_c0004_s000.wav,en-IN,Courage to begin,concerned,concerned,expressive,0.4091,0.35,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=concerned', 'excited+0.9:source emotion hint=excited', 'excited+0.35:1 transcript/source keyword hits', 'concerned+0.7:2 transcript/source keyword hits', 'excited+0.15:high peak=-1.4dBFS']","His child often seen him talking and saying to his colleagues, my son, full in English, my son, full in English. One day that child curiously asked, Papa, why do you say this again and again? Don't you know I am a student of Gujarati medium? Even there is no any English medium school in the entire Thaisil. How could you say that?"
data/final/Ju9ONXG-KdA_c0014_s001.wav,en-IN,Courage to begin,concerned,excited,expressive,0.4096,0.75,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=concerned', 'excited+0.9:source emotion hint=excited', 'excited+0.35:1 transcript/source keyword hits', 'formal+0.35:1 transcript/source keyword hits', 'excited+0.25:high activity/loudness active=0.70,rms=-19.7']","But in just two years, the thing is that when the pandemic came, me and my brother, we were worthless. Because in that situation, the education field, it was totally, I would say, a disaster at that time. Okay. I was not able to take my offline sessions. We were not able to take our courses in our institute, the school was closed. And, I remember 21st April."
data/final/eSa9YEA7aN4_c0004_s004.wav,en-IN,Speak Like a Pro,formal,formal,authoritative,0.4118,0.85,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'formal+0.9:source emotion hint=authoritative', 'excited+0.35:1 transcript/source keyword hits', 'formal+0.35:1 transcript/source keyword hits', 'concerned+1.05:3 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.00wps']","um, photographer. People say photographer. It's not photographer, it's photographer. So you see, these are the daily used words, but we still, we've mispronounced them. But the moment I started saying them correctly, I started sounding better and more confidence, and that's why, mastering your pronunciation is extremely important. Now, how you can do that? Number one is reading. Read Out Loud. Yes, I have said it. I'm saying it's again. Reading Out Loud is extremely important. Number two."
data/final/dpbp_XSXq8CRKAtQ_c0001_s001.wav,en-IN,Geography NCERT,neutral,formal,authoritative,0.4364,0.3,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=calm', 'formal+0.35:1 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits']","Now in human society, we have variations in terms of social and cultural form. We have people belonging to different community, different background with different beliefs. So it is really interesting to see the relationship between the physical environment and social or cultural features. from poetic point of view, we can say physical environment is like a stage, and human societies are the actors performing. Now try to relate this. You go to different places, you witness new culture."
data/final/XSXq8CRKAtQ_c0002_s011.wav,en-IN,Geography NCERT,neutral,formal,authoritative,0.4364,0.3,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=calm', 'formal+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=2.94wps']",So this is the physical aspect of geography and here is the human aspect of geography. Now there is this another branch called biogeography. So in this we are basically talking about plant and animal geography. So in other words we call it as botany and zoology. Now the interesting part about this is that biogeography lies in between physical and human geography. It's like an interface. And one of the reason that you can think of it is.
data/final/dpbp_XSXq8CRKAtQ_c0001_s011.wav,en-IN,Geography NCERT,neutral,formal,authoritative,0.4615,0.3,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=calm', 'formal+0.35:1 transcript/source keyword hits', 'concerned+0.2:slow speech_rate=0.74wps']",So geography integrates with all these separate disciplines and helps us in understanding the world as if it was one single entity.
data/final/XSXq8CRKAtQ_c0001_s003.wav,en-IN,Geography NCERT,neutral,formal,authoritative,0.5,0.3,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=calm', 'formal+0.35:1 transcript/source keyword hits']","Geo means earth and graphose means description, so it is the description of earth that we are trying to understand in geography. Now geography has many disciplines like natural science and social science. Under natural sciences we have geology, pedology, oceanography, botany, zoology, meteorology etc. And under social science we have economics, history, sociology, political science, anthropology etc."
data/final/dpbp_XSXq8CRKAtQ_c0001_s013.wav,en-IN,Geography NCERT,neutral,formal,authoritative,0.5,0.3,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=calm', 'formal+0.35:1 transcript/source keyword hits']","So here I'm talking about the physical features like landform, climate, vegetation, economic activities, occupation. So if you see these all are changing with respect to time."
data/final/dpbp_Ju9ONXG-KdA_c0014_s002.wav,en-IN,Courage to begin,concerned,excited,expressive,0.425,0.55,False,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=concerned', 'excited+0.9:source emotion hint=excited', 'excited+0.35:1 transcript/source keyword hits', 'concerned+0.2:slow speech_rate=0.82wps', 'excited+0.25:high activity/loudness active=0.72,rms=-18.2']",and I was worried now what I will do next. and at that time the spark happened.
data/final/B9dm0PC0_b8_c0031_s001.wav,en-IN,Broken English,neutral,neutral,conversational,0.4259,0.75,False,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=casual', 'sad+0.35:1 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.27wps', 'concerned+0.15:question punctuation']","She looked at me and said, I'm okay. Can you ask them to help the other girls?"
data/final/dpbp_pyVLK891zrE_c0031_s000.wav,hi-IN,Do It Yourself,neutral,neutral,conversational,0.4259,0.4,False,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=calm', 'angry+0.35:1 transcript/source keyword hits', 'excited+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.30wps', 'concerned+0.15:question punctuation']","उसके बाद जब मैंने यही बात Facebook पर डाली, तो 1 व्यक्ति ने 1 लड़के ने मेरी उम्र के मुझे मैसेज किया कि 1 बार आप मुझे किताब पढ़ने को दीजिए। तो मैंने कहा कि आप छापेंगे? कहा कि नहीं, हम publisher बनना चाहते हैं।"
data/final/dpbp_pyVLK891zrE_c0010_s000.wav,hi-IN,Do It Yourself,neutral,neutral,conversational,0.4259,0.4,False,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=calm', 'excited+0.35:1 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.27wps', 'concerned+0.15:question punctuation']",और अगर पहले बन गए तो बाद में कर लेना लेकिन पढ़ना NCERT एक बार। मनोरमा Year Book एक बार पढ़ना जरूर। है ना? तो मेरा भी वही था। मैं भी घर से जब BA हो गया रांची संजीवस कॉलेज से उसके बाद मैंने पूछा घर वाले से क्या? उन्होंने कहा पूछना क्या है निकलो।
data/final/pyVLK891zrE_c0032_s000.wav,hi-IN,Do It Yourself,neutral,neutral,conversational,0.4259,0.6,False,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=calm', 'happy+0.35:1 transcript/source keyword hits', 'excited+0.35:1 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'concerned+0.15:question punctuation']","¡Where are you folks? کی deal yet? How do you feel, how are you feeling? Did you see that gap? You can talk about the happiness of your relative. I was slvär to death. I nodded into it and did some of the เฮ YATRA from the back? My parents reasoned me.. because my mother would appeared without her."
data/final/a7TJzv_1icU_c0027_s000.wav,hi-IN,Heart Anatomy,excited,formal,authoritative,0.4318,0.45,False,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'excited+0.9:source emotion hint=excited', 'formal+1.05:3 transcript/source keyword hits', 'excited+0.35:fast speech_rate=2.82wps', 'excited+0.15:high peak=-0.5dBFS', 'concerned+0.15:question punctuation']","اس کے بعد, کون incl.wall par kar ga Bern, اسے, کون,saka te, dye cospidwall. тی او گی, dye cospidwall. Kaha ga, de biya, left ventricals. biya, nelled. یہ, pump kar ga, tta, koon se, wall pkho par kar ga, erotic wall, erotik, mia, kya te, maha, dhamni. اس کے, waka ga, یہ, erota any maha dhamni. maha dhamni, se pure sarip mein, fhel gaya. tta iye, aap ki, hot ka, pure anatomi hobiya?"
data/final/a7TJzv_1icU_c0030_s000.wav,hi-IN,Heart Anatomy,excited,formal,authoritative,0.4318,0.8,False,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'excited+0.9:source emotion hint=excited', 'formal+1.05:3 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.15:high peak=-0.8dBFS', 'concerned+0.15:question punctuation']","बीच के muscles को क्या कहते हैं? Myocardium। तो heart की परतें 3। heart के chamber कितने? 4। समझ में आ गया आप लोग को? heart का ये वाला हिस्सा यानी जो दाहिना अलिंद है, ये."
data/final/a7TJzv_1icU_c0000_s007.wav,hi-IN,Heart Anatomy,excited,formal,authoritative,0.4318,0.45,False,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'excited+0.9:source emotion hint=excited', 'formal+1.05:3 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.19wps', 'excited+0.15:high peak=-0.3dBFS', 'concerned+0.15:question punctuation']","20-2, right ventricles and left ventricles Sanjeev, you guys have not seen any of these We understand this as the main figure And so that you can understand it very well This is the main, this is made for understanding It will be like hot, it will be on the left side If you want to understand it, then we do this for the first time The class student, you will know This is his first It is an idea, what is it? I have ordered it from here."
data/final/sKvMxZ284AA_c0014_s001.wav,en-IN,How SHE became an IAS officer,concerned,concerned,expressive,0.4333,0.4,False,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=earnest', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.23wps', 'excited+0.15:high peak=-1.6dBFS']","Well, the first day of my college was the worst day of my college to be frank because what happened when I entered the college, there was chemistry lab that was going on. I entered the class and the man was taking lab. She asked me, okay, you go and do titration. Titration. In my village, there was no lab. I do not know the meaning of titration in Hindi. So I was standing there black. Again, I looked at the map. She see I will go there and pick up the test tube."
data/final/dpbp_sKvMxZ284AA_c0015_s000.wav,en-IN,How SHE became an IAS officer,concerned,concerned,expressive,0.4333,0.4,False,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=earnest', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.53wps', 'excited+0.15:high peak=-0.9dBFS']",First time in my life I had seen the test tube and I I I took that and it broke. And I was like oh my god what I have done. Anyhow I was hiding.
data/final/dpbp_sKvMxZ284AA_c0004_s000.wav,en-IN,How SHE became an IAS officer,concerned,concerned,expressive,0.4333,0.4,False,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=earnest', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.16wps', 'excited+0.15:high peak=-0.4dBFS']","In fifth class, something good happened with me that I remember till date. I got hundred out of hundred in my mathematics paper. Fifth class was a board class. So my teacher called me and she said... Let's see, I have never seen anybody scoring full marks that too in mathematics, that too in board exam. You have done this, so I think you are going to do something good in studies."
data/final/sKvMxZ284AA_c0010_s000.wav,en-IN,How SHE became an IAS officer,concerned,concerned,expressive,0.4333,0.4,False,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=earnest', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=4.02wps', 'excited+0.15:high peak=-1.9dBFS']",Then the second best thing of my life happened. It was a tenth class result. My tenth results came and I again scored hundred out of hundred this time not only in mathematics but also in science.
data/final/DafERYOvxEw_c0025_s000.wav,hi-IN,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,concerned,concerned,formal,0.44,0.8,False,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'concerned+0.7:2 transcript/source keyword hits', 'excited+0.35:fast speech_rate=2.80wps']","کچھ கриیٹھ ہو, کچھ بھی ہو وہ கриیٹھ ہو, وہ سکتا ہے کہ آپ کو پینڈین کرنا پسند ہو آپ کو پوڑٹری پسند ہو آپ کو فیلم کرنا پسند ہو فینڈیش نہ پسند ہو کچھ ایسا کیوں کہ جو கриیٹھل نہیں ہے."
data/final/DafERYOvxEw_c0025_s003.wav,hi-IN,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,concerned,concerned,formal,0.44,0.8,False,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'concerned+0.7:2 transcript/source keyword hits', 'excited+0.35:fast speech_rate=2.88wps']",و جس نے اپنے کیڈیوڑی کو ہی ماردیا صرف وہ باد مشین سلکا ہے کہ انسان.
data/final/DafERYOvxEw_c0034_s000.wav,hi-IN,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,concerned,concerned,formal,0.44,0.8,False,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'concerned+0.7:2 transcript/source keyword hits', 'excited+0.35:fast speech_rate=2.99wps']",انسان کو انسان بنے رہےنے کے لیکن سے کم دو دین ایسے رشتے چاہی ہوتی جہا وہ پوری طرح سے صحاج بھو کرنا ایسے جہاں اس کو پڑا نہ لگا نہ پڑے.
