audio_path,raw_segment_path,language,duration_s,source_title,source_url,source_start_time_seconds,source_end_time_seconds,transcript,pipeline_emotion,pipeline_style,emotion_status,emotion_failure_reason,emotion_review_required,manual_emotion,manual_style,manual_transcript,keep_y_n,notes
data/final/SAc_Z4qAs3E_c0002_s000.wav,data/raw_segments/SAc_Z4qAs3E_c0002_s000_raw.wav,en-IN,16.78,Be the CEO of your own life,https://www.youtube.com/watch?v=SAc_Z4qAs3E,46.690000000000005,63.47,"Now in this context, I also want to share a little bit of my story. To convince every young woman in this audience listening to me that it is possible to become a leader no matter where you come from or who you are.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/dpbp_XSXq8CRKAtQ_c0001_s001.wav,data/raw_segments/dpbp_XSXq8CRKAtQ_c0001_s001_raw.wav,en-IN,29.5,Geography NCERT,https://www.youtube.com/watch?v=XSXq8CRKAtQ,86.83,116.32987499999999,"Now in human society, we have variations in terms of social and cultural form. We have people belonging to different community, different background with different beliefs. So it is really interesting to see the relationship between the physical environment and social or cultural features. from poetic point of view, we can say physical environment is like a stage, and human societies are the actors performing. Now try to relate this. You go to different places, you witness new culture.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/eSa9YEA7aN4_c0007_s003.wav,data/raw_segments/eSa9YEA7aN4_c0007_s003_raw.wav,en-IN,28.9,Speak Like a Pro,https://www.youtube.com/watch?v=eSa9YEA7aN4,769.01,797.91,"I'm Satin, I'm the founder of English with Satin, and I'm here to teach you the vocal foundations of communication skills, and if you work on them, you can become an amazing speaker. Did you notice, in the just span of 30 seconds, I was using so much of arms and arms and ears. In the second sentence, hear me out. No pauses, no arms and arms, no you nose, no fillers, only pauses. Give me out.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/dpbp_sKvMxZ284AA_c0007_s000.wav,data/raw_segments/dpbp_sKvMxZ284AA_c0007_s000_raw.wav,en-IN,28.58,How SHE became an IAS officer,https://www.youtube.com/watch?v=sKvMxZ284AA,229.65,258.22975,"As a treatment, doctor suggested that she should be given the dose of antibiotic and that antibiotic was penicillin. There's there is some problem with penicillin. What happens as as soon as it enters the body, it gets solidifies when it comes in contact with air. So it was again a problem because I had to be injected with penicillin in every fifteen days and not every M B B S doctor was ready to do this. Because it can also lead to death in some cases.",concerned,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/9Q7Zl3OI4us_c0025_s000.wav,data/raw_segments/9Q7Zl3OI4us_c0025_s000_raw.wav,en-IN,24.3,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,634.27,658.5699999999999,"So, and also having a syllabus-based kind of thing revolving around that has its issues as well. What is being taught? Which brings us to our second myth, art is not important. So again, let me set up a hypothetical scenario. Let's go back thousands of years back to the era of Stone Age, of cavemen and two mothers I am meeting.",sarcastic,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/dpbp_B9dm0PC0_b8_c0009_s000.wav,data/raw_segments/dpbp_B9dm0PC0_b8_c0009_s000_raw.wav,en-IN,21.18,Broken English,https://www.youtube.com/watch?v=B9dm0PC0_b8,164.95,186.1296875,That's when I understood what it meant to be a woman in the hardest circumstances in the world. Feeling that my very existence is a source of shame. The lessons that I learned in these places from these people I could never have found in school or in books and these were the lessons that guided my decision and my character for the rest of my life.,neutral,conversational,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/dpbp_Ju9ONXG-KdA_c0008_s000.wav,data/raw_segments/dpbp_Ju9ONXG-KdA_c0008_s000_raw.wav,en-IN,14.8,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,225.25,240.04931249999998,"And when I have completed my eleventh twelfth, you know, in our Indian families, when we are not able to find our passion, then we have two random choices. Either you become an.",excited,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/SAc_Z4qAs3E_c0008_s000.wav,data/raw_segments/SAc_Z4qAs3E_c0008_s000_raw.wav,en-IN,13.2,Be the CEO of your own life,https://www.youtube.com/watch?v=SAc_Z4qAs3E,167.73,180.93,"room and totally dejected, sad and not knowing what to do. But every next morning I would push myself up and be there at the parade ground on time.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/XSXq8CRKAtQ_c0002_s011.wav,data/raw_segments/XSXq8CRKAtQ_c0002_s011_raw.wav,en-IN,27.2,Geography NCERT,https://www.youtube.com/watch?v=XSXq8CRKAtQ,834.23,861.43,So this is the physical aspect of geography and here is the human aspect of geography. Now there is this another branch called biogeography. So in this we are basically talking about plant and animal geography. So in other words we call it as botany and zoology. Now the interesting part about this is that biogeography lies in between physical and human geography. It's like an interface. And one of the reason that you can think of it is.,formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/eSa9YEA7aN4_c0007_s004.wav,data/raw_segments/eSa9YEA7aN4_c0007_s004_raw.wav,en-IN,24.6,Speak Like a Pro,https://www.youtube.com/watch?v=eSa9YEA7aN4,798.2099999999999,822.81,"Hey everyone, good morning to all of you. My name is Sachin and today, I am here to teach you the five vocal foundations to help you master your communication skills. Saw the difference? In the first sentence, I used so many arms and arms that made my sentence less credible and that was not confident. In the second hand, I took pauses instead of using arms and arms. And I'm telling you,.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/sKvMxZ284AA_c0029_s001.wav,data/raw_segments/sKvMxZ284AA_c0029_s001_raw.wav,en-IN,23.8,How SHE became an IAS officer,https://www.youtube.com/watch?v=sKvMxZ284AA,854.2099999999999,878.01,but of world. Eleven lakh aspirant appear for this. And mostly it takes four five attempts for them to clear. Students in Delhi.,concerned,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/9Q7Zl3OI4us_c0009_s000.wav,data/raw_segments/9Q7Zl3OI4us_c0009_s000_raw.wav,en-IN,23.5,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,243.79,267.28999999999996,"But these three myths are supposed to are there so that I can change your perspective on a few things and maybe together we can all figure out what is the point of the education system in India. So to understand the Indian education system we must go way back to its origins, way back to the early 1800s, back in England when the industrial revolution was in full swing.",sarcastic,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/B9dm0PC0_b8_c0003_s000.wav,data/raw_segments/B9dm0PC0_b8_c0003_s000_raw.wav,en-IN,8.6,Broken English,https://www.youtube.com/watch?v=B9dm0PC0_b8,93.57,102.17,"but I thought, perhaps I can go to those who live this truth. So at the age of 14, I began volunteering in women's prisons.",neutral,conversational,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/dpbp_Ju9ONXG-KdA_c0014_s002.wav,data/raw_segments/dpbp_Ju9ONXG-KdA_c0014_s002_raw.wav,en-IN,20.7,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,471.43,492.12975,and I was worried now what I will do next. and at that time the spark happened.,excited,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/SAc_Z4qAs3E_c0055_s000.wav,data/raw_segments/SAc_Z4qAs3E_c0055_s000_raw.wav,en-IN,11.96,Be the CEO of your own life,https://www.youtube.com/watch?v=SAc_Z4qAs3E,812.01,823.97,"work hard and diligently, not just work hard. So you need to find out the leaders in your profession. Look at them, look at the best practices in your profession. Follow these leaders and improve upon them.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/dpbp_XSXq8CRKAtQ_c0002_s013.wav,data/raw_segments/dpbp_XSXq8CRKAtQ_c0002_s013_raw.wav,en-IN,26.29,Geography NCERT,https://www.youtube.com/watch?v=XSXq8CRKAtQ,880.6299999999999,906.9175,"and physical geography. So as I said that under biogeography we have plant geography where we study the pattern of natural vegetation, plants, and then we have zoology or zoo geography which studies the pattern and geographic characteristics of animals. And then we have ecosystem or ecology as well as the environmental geography. This all falls under biogeography.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/eSa9YEA7aN4_c0008_s000.wav,data/raw_segments/eSa9YEA7aN4_c0008_s000_raw.wav,en-IN,27.4,Speak Like a Pro,https://www.youtube.com/watch?v=eSa9YEA7aN4,909.79,937.1899999999999,"Now, I'm telling you, nothing, absolutely nothing will work if you do not implement. This is what I call the R and R method, record and review. So, I'm telling you one thing, whatever I have shared right now, please try to implement how by making videos. See, you have got webcam, mobile phone, whatever you have. Pick one topic a day and follow the R and R method, record and review method.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/sKvMxZ284AA_c0010_s000.wav,data/raw_segments/sKvMxZ284AA_c0010_s000_raw.wav,en-IN,9.2,How SHE became an IAS officer,https://www.youtube.com/watch?v=sKvMxZ284AA,286.95,296.15,Then the second best thing of my life happened. It was a tenth class result. My tenth results came and I again scored hundred out of hundred this time not only in mathematics but also in science.,concerned,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/dpbp_9Q7Zl3OI4us_c0007_s001.wav,data/raw_segments/dpbp_9Q7Zl3OI4us_c0007_s001_raw.wav,en-IN,21.34,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,190.09,211.42975,"students, teachers, educators, facilitators, you name it. But then, think about it. The best in India, the people who achieve things, you have Nobel laureates, you have athletes even in education, they are the best despite the education system and not because of it.",sarcastic,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/B9dm0PC0_b8_c0020_s001.wav,data/raw_segments/B9dm0PC0_b8_c0020_s001_raw.wav,en-IN,9.78,Broken English,https://www.youtube.com/watch?v=B9dm0PC0_b8,312.39,322.16999999999996,"I would give them access to the world that I knew. To the networks, the resources, the people, the mentors, that could help them be more effective activists.",neutral,conversational,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/Ju9ONXG-KdA_c0016_s005.wav,data/raw_segments/Ju9ONXG-KdA_c0016_s005_raw.wav,en-IN,26.7,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,634.59,661.29,"My dear friends, for some people, English is piece of cake, it is just a language, but I am telling you, for many of the people, it is not the same. English causes insults because of English people don't get the job hikes, because of English people live in that under-confident state and I decided.",excited,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/SAc_Z4qAs3E_c0039_s000.wav,data/raw_segments/SAc_Z4qAs3E_c0039_s000_raw.wav,en-IN,8.48,Be the CEO of your own life,https://www.youtube.com/watch?v=SAc_Z4qAs3E,574.6099999999999,583.0899999999999,"need them because women bring in different policy perspectives which can kickstart, you know,.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/XSXq8CRKAtQ_c0001_s004.wav,data/raw_segments/XSXq8CRKAtQ_c0001_s004_raw.wav,en-IN,28.8,Geography NCERT,https://www.youtube.com/watch?v=XSXq8CRKAtQ,169.03,197.82999999999998,"These all disciplines study different aspects of the Earth. Now one of the important work of a Geographer is not just to study the variation in the physical feature of the Earth, but also to understand the association with other factors like what causes these variations, for example, cropping patterns differ from region to region, but we also know it is closely related to factors like soil, climate, demands in the market, investment and technological availability. So you see the correlation between two phenomena.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/eSa9YEA7aN4_c0004_s004.wav,data/raw_segments/eSa9YEA7aN4_c0004_s004_raw.wav,en-IN,28.3,Speak Like a Pro,https://www.youtube.com/watch?v=eSa9YEA7aN4,447.96999999999997,476.27,"um, photographer. People say photographer. It's not photographer, it's photographer. So you see, these are the daily used words, but we still, we've mispronounced them. But the moment I started saying them correctly, I started sounding better and more confidence, and that's why, mastering your pronunciation is extremely important. Now, how you can do that? Number one is reading. Read Out Loud. Yes, I have said it. I'm saying it's again. Reading Out Loud is extremely important. Number two.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/sKvMxZ284AA_c0005_s002.wav,data/raw_segments/sKvMxZ284AA_c0005_s002_raw.wav,en-IN,28.1,How SHE became an IAS officer,https://www.youtube.com/watch?v=sKvMxZ284AA,189.87,217.97000000000003,My parents took this disease and with their meager resources to take me there. We went there at a place called Jabalpur and doctor said that your doctor has this rheumatic fever. What happens in this disease is there are viruses always present in air now and then they attack the body of children and they create pain and when it becomes serious what happens they attack your heart and they disturb the semilunal valve.,concerned,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/9Q7Zl3OI4us_c0021_s001.wav,data/raw_segments/9Q7Zl3OI4us_c0021_s001_raw.wav,en-IN,26.3,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,519.41,545.71,"But then, yes, I'm not, don't get me wrong. I do believe that memorizing a few things is important because that's what education system is about, right? Memorizing. It's not about understanding. It's about how good you remember things. Well, then that has its disadvantage as well. Just memorizing and not fully understanding. So for this, I have to tell you a bit about my college. So I teach in an engineering college. An engineering is a four-year undergraduate degree.",sarcastic,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/B9dm0PC0_b8_c0027_s000.wav,data/raw_segments/B9dm0PC0_b8_c0027_s000_raw.wav,en-IN,16.9,Broken English,https://www.youtube.com/watch?v=B9dm0PC0_b8,426.27,443.16999999999996,"They had stopped her on her way back from school and shot her in the head at point blank range. She was critically wounded. Every day, we prayed that she would make it through the night. But it wasn't just me and others who cared about Malala who were grieving. Across the world, people had been shaken by her story.",neutral,conversational,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/Ju9ONXG-KdA_c0013_s002.wav,data/raw_segments/Ju9ONXG-KdA_c0013_s002_raw.wav,en-IN,28.1,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,353.78999999999996,381.89,"So I joined him in his institute. I started to work part time. And in that period, around about five to six years, I have read a lot of books. I have read more than 50 plus autobiographies. I have read many self-help books. And I have taught all the standard of students for second, third, fourth, fifth, sixth, seventh, eighth, ninth, ninth, and 11, 12 science, physics, everything, okay. And...",excited,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/dpbp_SAc_Z4qAs3E_c0014_s000.wav,data/raw_segments/dpbp_SAc_Z4qAs3E_c0014_s000_raw.wav,en-IN,16.08,Be the CEO of your own life,https://www.youtube.com/watch?v=SAc_Z4qAs3E,242.93,259.00968750000004,I still remember that I would put my sleeping child into the back seat of the car and just go in the middle of at midnight to inspect a surprise inspection of a police station or visit a crime scene.,formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/XSXq8CRKAtQ_c0001_s005.wav,data/raw_segments/XSXq8CRKAtQ_c0001_s005_raw.wav,en-IN,27.4,Geography NCERT,https://www.youtube.com/watch?v=XSXq8CRKAtQ,198.23,225.63,"And one more important point that you need to understand is that these geographical phenomena are not static, they are dynamic, meaning they change over time. Human society is growing and changing rapidly, and so is the physical land form. The early human society, we call them primitive society, they were directly dependent on the nature of food, clothing and shelter, and if you see now, the present society is inventing new technology to utilize natural resources.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/eSa9YEA7aN4_c0008_s004.wav,data/raw_segments/eSa9YEA7aN4_c0008_s004_raw.wav,en-IN,21.5,Speak Like a Pro,https://www.youtube.com/watch?v=eSa9YEA7aN4,991.5899999999999,1013.0899999999999,"who does not feel confident, who does not feel visible, I want to teach them to be confident. I want to make them visible so that they can achieve their dream as well. Last but not the least, as I shared, I come from place with absolutely nothing. All I had, the belief that a mom showed in me, the courage to dream big. And I always say, I always say it.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/sKvMxZ284AA_c0019_s001.wav,data/raw_segments/sKvMxZ284AA_c0019_s001_raw.wav,en-IN,26.3,How SHE became an IAS officer,https://www.youtube.com/watch?v=sKvMxZ284AA,575.53,601.8299999999999,"You know, I cried. I just wanted to pack my bag and go back to my village, no more higher education, nothing else. The city is not meant for me. This college is not meant for me. These people are not meant for me. I call my parents that day. That day they played the role of Jamavant. The role that Jamavant played for Hanumanah, reminding him all of his great powers that no, you can fight, no, you can fly. They told me that, okay, you come back.",concerned,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/DafERYOvxEw_c0028_s000.wav,data/raw_segments/DafERYOvxEw_c0028_s000_raw.wav,hi-IN,24.3,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,https://www.youtube.com/watch?v=DafERYOvxEw,329.65,353.95,"या अपने घर के आस पास 3-4 गरीब बच्चों की पढ़ाई का खर्चा उठा लीजिए। उनसे हफ्ते में एक बार मिलते रहिए और आप पाएंगे आपके चेहरे पर पहले से ज्यादा चमक आनी शुरू हो गई है और आपको competition, परेशानी, वो जो नफरत का माहौल दिन भर होता है, इसको हरा दूं, उसको हरा दूं, इस सब से मुक्ति मिलने लगी है और आप अंदर से एक बेहतर इंसान बनने के process में आ रहे हैं।",concerned,formal,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/a7TJzv_1icU_c0032_s005.wav,data/raw_segments/a7TJzv_1icU_c0032_s005_raw.wav,hi-IN,27.8,Heart Anatomy,https://www.youtube.com/watch?v=a7TJzv_1icU,1353.71,1381.51,آپ آپ جرا بتای یہ پاچھ لیٹر کا گیلم دیکھیں ایتنا بڑا ہوتا ہے اہم لو کا بلٹ اہم لو کا سوچھ رہا جو اور ہوت ہوتا ہے اہم کاف کے براپورتنا چھوتا آپ کے منم میں کس بڑھا ہلیں ہوتا ہے جو یہ تیچوی بھوتا لவا میں 300 گرام کا ہوتا ہے ہوتا ہے 390 گرام یعنی 5000 گرام یعنی 5000 AML یعنی 5000 لیٹر کچھ سے آنڈ گیا تو رہوں نمبر ہے کلکوںوں پھر کی لرہ ہے میں پھر کی نہیں لرہ ہے سمجھے دیان سے کوئیسے ہوتا ہے ایک دن باری کی سے سمجھے دن.,formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/dpbp_jV4Pzz0Wz0Y_c0030_s000.wav,data/raw_segments/dpbp_jV4Pzz0Wz0Y_c0030_s000_raw.wav,hi-IN,6.02,Vikas Divyakirti | Drishtikon,https://www.youtube.com/watch?v=jV4Pzz0Wz0Y,362.47,368.49475,"तो ईश्वर की धारणाओं में 1 होती है सगुण धारणा, 1 निर्गुण धारणा होती है।",concerned,formal,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/pyVLK891zrE_c0034_s000.wav,data/raw_segments/pyVLK891zrE_c0034_s000_raw.wav,hi-IN,23.9,Do It Yourself,https://www.youtube.com/watch?v=pyVLK891zrE,679.87,703.77,"یہاں پر دو باتے ہیں, ایک بات کی آپ نے جب اپنے مول کی خوچ کر لی تو پھر اسپر بھروسا کر لی جی کیا وہ انسندھان اچھانک سے نہیں آیا تھا میں نے دلی اتارتے کسی کو دے کر لیکھا کر لیکھا کر نہیں سوچا تھا میں نے چار کتابے چار اپن ناس پڑھا کر لیکھا کر لیکھا کر نہیں سوچا تھا ساتھ آٹھ νو سال کی آترة تھи میری جس میں میں لکتا تھا.",neutral,conversational,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/DafERYOvxEw_c0026_s000.wav,data/raw_segments/DafERYOvxEw_c0026_s000_raw.wav,hi-IN,28.3,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,https://www.youtube.com/watch?v=DafERYOvxEw,270.11,298.41,اس نے میری پہلے گذاری شام سب سے یہ ہے کسی یہ ہوتے روگر کچھ ایسا کرییٹیو شاک پانلیزی ہے کتے میں این گھنٹا مستی سے گذار سکیں اس میں وہ کچھ بھی وہ فیلم دیکھنی سے لیکھ کر کبیتا لیکھنے تک پینٹین کرنے تک کچھ بھی وہ گانا ہو گانا سیھ سیگنگ سیگھے اسوں پر میں سیگھے تبلا بجانا سیگھے ہرمونیم سیگھے گیٹار سیگھے کچھ ایسا جو کر پہل وہ دو بھی جانے کا منکرے.,concerned,formal,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/a7TJzv_1icU_c0031_s003.wav,data/raw_segments/a7TJzv_1icU_c0031_s003_raw.wav,hi-IN,23.8,Heart Anatomy,https://www.youtube.com/watch?v=a7TJzv_1icU,1185.11,1208.9099999999999,ہوت جب پوری طرح کم نہیں کرتا ہے تو ایک آدمی کا ہوت نکال کے دوسری آدمی میں لگایا جا سکتا ہے اس گھٹنا کو سب سے پہلے کریشن برناد نے کیا تھا پہلا ہوت Transprahlan کرنے کا کام کس نے کیا Dr. Khrishan Birnaad نے کیا تھا تو یہ پیس میں کا سمجھ میں آگے اب جرا دھہندی جی جیسے νیلے کیا کرتا ہے ہوت کو اسے پمپ کرتا ہے.,formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/jV4Pzz0Wz0Y_c0037_s001.wav,data/raw_segments/jV4Pzz0Wz0Y_c0037_s001_raw.wav,hi-IN,15.3,Vikas Divyakirti | Drishtikon,https://www.youtube.com/watch?v=jV4Pzz0Wz0Y,480.71000000000004,496.01000000000005,"جو تارکی کے وقتی ہوگا چھاہو آستکھ ہو, چھاہی ناستکھ ہو وہ یہ مان کے جلے گا کہ انت میں کچھ اور سابیت ہوزک پہ ہے اور اتنا آپن مینجد ہوگا کہ کچھ اور سابیت ہوگا تو مان لیں گے تبتا کس فشفاؤس کے ساتھ چلے میں کوئی بھرائی گئی.",concerned,formal,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/dpbp_pyVLK891zrE_c0015_s000.wav,data/raw_segments/dpbp_pyVLK891zrE_c0015_s000_raw.wav,hi-IN,14.36,Do It Yourself,https://www.youtube.com/watch?v=pyVLK891zrE,284.39000000000004,298.74975,"तो असल में मेरा UPSC का जो तैयारी था ना, hockey के player को cricket का bat थमा दिया गया था। यहीं पर शुरू होता है असल में आदमी का संघर्ष। 1st संघर्ष कि आप किस काम के लिए बने हैं इसकी खोज आपको करनी चाहिए।",neutral,conversational,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/DafERYOvxEw_c0025_s000.wav,data/raw_segments/DafERYOvxEw_c0025_s000_raw.wav,hi-IN,15.0,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,https://www.youtube.com/watch?v=DafERYOvxEw,229.91,244.91,"کچھ கриیٹھ ہو, کچھ بھی ہو وہ கриیٹھ ہو, وہ سکتا ہے کہ آپ کو پینڈین کرنا پسند ہو آپ کو پوڑٹری پسند ہو آپ کو فیلم کرنا پسند ہو فینڈیش نہ پسند ہو کچھ ایسا کیوں کہ جو கриیٹھل نہیں ہے.",concerned,formal,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/a7TJzv_1icU_c0032_s003.wav,data/raw_segments/a7TJzv_1icU_c0032_s003_raw.wav,hi-IN,18.0,Heart Anatomy,https://www.youtube.com/watch?v=a7TJzv_1icU,1305.81,1323.81,سنگہ آپ لوگ کو اگر آپ بناوٹ کی ایساب سے دیکھیں گا نا تو ہوت کا نیچلہ بھاگ نوکیلہ ہے اور اوپری بھاگ سپاٹ ہے تو برابار جو سپاٹ ہیسا ہوتا اور اسے ہم کہتے بیس یعنی آدھا تو ہوت کا جو اوپر کا بھاکہ نا اس کو बेऽका ते.,formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/jV4Pzz0Wz0Y_c0028_s002.wav,data/raw_segments/jV4Pzz0Wz0Y_c0028_s002_raw.wav,hi-IN,17.5,Vikas Divyakirti | Drishtikon,https://www.youtube.com/watch?v=jV4Pzz0Wz0Y,313.31,330.81,ایسے لوگ بھی اپن کو ایلو جکل نہیں کہیسکتے ہیں تو لوگکل بھیکتی ایسا نہیں ہوتا کہ ریدیکل ایثیست ہوگا یا ریدیکل ایثیست ہوگا بیچ کی بہت سیٹھی ہوا سکتی ہیں ایگنوستیسیزا مجھے لگتا کہ سب سے چھے چھے چھے چھے چھے پریکٹکل اور صفٹ شیزم جو میں آپ کو بتایں انہوں کا.,concerned,formal,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/dpbp_pyVLK891zrE_c0040_s000.wav,data/raw_segments/dpbp_pyVLK891zrE_c0040_s000_raw.wav,hi-IN,28.38,Do It Yourself,https://www.youtube.com/watch?v=pyVLK891zrE,831.85,860.229375,"यहां से हम लोग को ये सोचना होगा कि हमें अपनी यात्रा सजग होकर धैर्य के साथ करनी है और ये बिल्कुल नहीं सोचना है क्योंकि आपके आसपास जरूरी नहीं है कि वैसे ही लोग हो जो आपको प्रोत्साहित करें। कई बार अब तो social media का दौर है। हर एक post, हर एक विचार के बाद हतोत्साहित करने वालों की एक फौज है लेकिन प्रोत्साहित करने वालों का भी एक समूह है। ऐसे समय में जहां सब कुछ अराजक दिखता है, यहां सुख और उत्सव भी अराजक दिखता है।",neutral,conversational,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/dpbp_DafERYOvxEw_c0023_s000.wav,data/raw_segments/dpbp_DafERYOvxEw_c0023_s000_raw.wav,hi-IN,13.38,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,https://www.youtube.com/watch?v=DafERYOvxEw,206.03,219.4099375,"एक CA को लगा ये सब छोटा है। मुझे देश के लिए काम करना है, देश के लिए मर मिटना है। और आज से 2 महीने पहले उसने देश के लिए अपनी जिंदगी बलिदान कर दी। Colonel Manpreet Singh जो कि CA थे।",concerned,formal,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
